id,coverage_original,Necessity_Flip_Rate,Necessity_Control_Flip_Rate,Sufficiency_Stay_Rate,Sufficiency_Control_Stay_Rate,Necessity_Faithfulness,Sufficiency_Faithfulness,Bucket
208,0.3667,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
209,0.3500,1.0000,0.2500,0.7500,0.0000,0.7500,0.7500,Local
210,1.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Global
211,0.3158,1.0000,0.2500,1.0000,0.2500,0.7500,0.7500,Local
212,0.9333,0.2500,0.0000,1.0000,1.0000,0.2500,0.0000,Global
213,0.2500,1.0000,0.0000,0.7500,0.2500,1.0000,0.5000,Local
214,0.4211,0.5000,0.0000,0.7500,0.2500,0.5000,0.5000,Mixed
215,0.6667,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
217,0.3636,0.5000,0.5000,0.7500,0.2500,0.0000,0.5000,Local
218,0.3529,0.5000,0.2500,0.2500,0.0000,0.2500,0.2500,Local
219,0.5000,0.7500,0.2500,0.7500,0.5000,0.5000,0.2500,Mixed
220,0.3947,0.2500,0.2500,1.0000,0.7500,0.0000,0.2500,Local
223,0.7500,0.7500,0.7500,0.2500,0.2500,0.0000,0.0000,Mixed
224,0.5000,0.5000,0.2500,1.0000,0.5000,0.2500,0.5000,Mixed
225,0.5000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
227,0.2222,1.0000,0.2500,0.5000,0.0000,0.7500,0.5000,Local
228,0.7143,0.5000,0.0000,1.0000,1.0000,0.5000,0.0000,Mixed
229,0.6154,0.5000,0.7500,0.5000,0.2500,-0.2500,0.2500,Mixed
230,0.1667,1.0000,0.5000,1.0000,0.0000,0.5000,1.0000,Local
231,0.5789,0.7500,0.5000,0.5000,0.2500,0.2500,0.2500,Mixed
232,0.6667,0.7500,0.0000,1.0000,0.5000,0.7500,0.5000,Mixed
234,0.2308,0.5000,0.2500,0.7500,0.2500,0.2500,0.5000,Local
235,0.4444,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
236,1.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Global
237,0.3333,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
238,0.5833,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
242,0.1765,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
243,0.1818,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
245,0.9333,1.0000,0.0000,1.0000,0.7500,1.0000,0.2500,Global
247,0.2500,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
249,0.5000,0.7500,0.0000,1.0000,0.7500,0.7500,0.2500,Mixed
250,0.6667,0.5000,0.0000,1.0000,1.0000,0.5000,0.0000,Mixed
251,0.5333,1.0000,0.0000,1.0000,0.2500,1.0000,0.7500,Mixed
252,0.2727,1.0000,0.7500,0.2500,0.0000,0.2500,0.2500,Local
253,0.6923,0.0000,0.2500,0.7500,1.0000,-0.2500,-0.2500,Mixed
255,0.7500,0.7500,0.2500,0.7500,0.5000,0.5000,0.2500,Mixed
256,0.1818,1.0000,0.0000,0.2500,0.2500,1.0000,0.0000,Local
258,0.7143,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,Mixed
259,0.1667,0.5000,0.5000,0.5000,0.2500,0.0000,0.2500,Local
260,0.3750,1.0000,0.0000,0.5000,0.0000,1.0000,0.5000,Local
261,0.2727,1.0000,0.0000,0.7500,0.2500,1.0000,0.5000,Local
262,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
263,0.9500,1.0000,0.0000,1.0000,0.5000,1.0000,0.5000,Global
264,0.2857,0.0000,0.0000,0.5000,1.0000,0.0000,-0.5000,Local
265,0.2500,1.0000,0.0000,1.0000,0.7500,1.0000,0.2500,Local
267,0.4167,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
269,0.6250,0.0000,0.2500,1.0000,1.0000,-0.2500,0.0000,Mixed
270,0.5333,0.0000,0.0000,0.7500,1.0000,0.0000,-0.2500,Mixed
271,0.1818,0.7500,0.7500,0.0000,0.0000,0.0000,0.0000,Local
272,0.5000,1.0000,0.2500,0.5000,0.2500,0.7500,0.2500,Mixed
274,0.3636,1.0000,0.0000,1.0000,0.5000,1.0000,0.5000,Local
275,0.6364,0.7500,0.5000,0.5000,0.2500,0.2500,0.2500,Mixed
276,0.4000,0.7500,0.5000,0.2500,0.0000,0.2500,0.2500,Local
277,0.1053,0.7500,0.0000,0.7500,0.2500,0.7500,0.5000,Local
279,0.7273,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
280,1.0000,0.2500,0.0000,0.7500,0.7500,0.2500,0.0000,Global
281,1.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Global
282,0.9286,1.0000,0.2500,0.7500,0.2500,0.7500,0.5000,Global
284,0.6667,1.0000,0.0000,0.7500,0.2500,1.0000,0.5000,Mixed
285,0.2857,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
286,0.3750,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
288,0.2222,1.0000,0.0000,1.0000,0.5000,1.0000,0.5000,Local
289,0.9000,0.5000,0.0000,1.0000,1.0000,0.5000,0.0000,Global
290,0.2857,0.5000,0.7500,0.2500,0.2500,-0.2500,0.0000,Local
291,1.0000,0.2500,0.0000,1.0000,1.0000,0.2500,0.0000,Global
294,0.3750,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
295,0.8750,0.5000,0.0000,1.0000,0.7500,0.5000,0.2500,Global
297,0.2222,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
298,0.5714,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
299,1.0000,0.7500,0.0000,1.0000,1.0000,0.7500,0.0000,Global
300,0.1429,0.0000,0.7500,0.5000,0.7500,-0.7500,-0.2500,Local
301,0.8750,0.5000,0.5000,0.2500,0.7500,0.0000,-0.5000,Global
302,0.4000,1.0000,0.7500,0.0000,0.0000,0.2500,0.0000,Local
305,0.2222,0.7500,0.5000,0.0000,0.0000,0.2500,0.0000,Local
306,0.5714,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
307,0.0588,0.0000,0.0000,1.0000,0.5000,0.0000,0.5000,Local
308,0.2381,0.2500,0.7500,0.2500,0.2500,-0.5000,0.0000,Local
310,0.6250,0.5000,0.2500,0.7500,0.7500,0.2500,0.0000,Mixed
311,0.5556,1.0000,0.0000,1.0000,0.2500,1.0000,0.7500,Mixed
312,0.1905,1.0000,0.7500,0.0000,0.2500,0.2500,-0.2500,Local
314,0.4545,0.2500,0.2500,1.0000,1.0000,0.0000,0.0000,Mixed
315,0.2174,0.2500,0.2500,0.7500,1.0000,0.0000,-0.2500,Local
316,0.2105,0.7500,0.0000,1.0000,0.2500,0.7500,0.7500,Local
318,0.3333,0.5000,0.7500,0.2500,0.7500,-0.2500,-0.5000,Local
319,0.1111,0.5000,0.5000,0.2500,0.5000,0.0000,-0.2500,Local
320,0.7143,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
321,0.1667,0.7500,0.0000,1.0000,0.2500,0.7500,0.7500,Local
322,0.2857,0.2500,0.0000,0.7500,0.7500,0.2500,0.0000,Local
323,0.5000,0.2500,0.0000,1.0000,1.0000,0.2500,0.0000,Mixed
324,0.6154,0.2500,0.2500,0.2500,0.5000,0.0000,-0.2500,Mixed
326,0.2727,1.0000,0.0000,1.0000,0.0000,1.0000,1.0000,Local
327,0.3846,0.7500,0.2500,0.2500,0.0000,0.5000,0.2500,Local
328,0.4167,1.0000,0.5000,0.5000,0.0000,0.5000,0.5000,Mixed
329,1.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Global
330,0.5455,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
332,0.3333,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
333,0.3333,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
334,0.5333,0.7500,0.0000,0.7500,0.5000,0.7500,0.2500,Mixed
335,0.7500,1.0000,0.0000,1.0000,0.5000,1.0000,0.5000,Mixed
337,0.4444,0.0000,0.2500,0.7500,0.7500,-0.2500,0.0000,Mixed
338,0.7857,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
339,0.3158,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
340,0.1429,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,Local
341,0.4615,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
342,0.7647,0.0000,0.2500,1.0000,0.7500,-0.2500,0.2500,Mixed
343,0.1765,0.5000,0.0000,0.7500,0.2500,0.5000,0.5000,Local
345,0.1000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
346,0.5556,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
347,1.0000,0.7500,0.0000,1.0000,1.0000,0.7500,0.0000,Global
348,0.1818,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
349,0.7000,0.5000,0.0000,0.7500,0.2500,0.5000,0.5000,Mixed
351,0.1739,1.0000,0.0000,1.0000,0.0000,1.0000,1.0000,Local
352,0.6471,1.0000,0.2500,0.5000,0.2500,0.7500,0.2500,Mixed
353,0.2857,0.5000,0.0000,0.5000,0.5000,0.5000,0.0000,Local
355,0.7500,0.2500,0.0000,1.0000,1.0000,0.2500,0.0000,Mixed
356,0.6250,1.0000,0.2500,0.7500,0.0000,0.7500,0.7500,Mixed
357,0.3750,1.0000,0.5000,1.0000,0.2500,0.5000,0.7500,Local
358,1.0000,0.0000,0.0000,0.7500,1.0000,0.0000,-0.2500,Global
360,0.2222,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
361,0.3333,0.7500,0.2500,0.2500,0.2500,0.5000,0.0000,Local
362,0.5000,0.5000,0.0000,1.0000,0.5000,0.5000,0.5000,Mixed
365,0.3333,1.0000,0.0000,1.0000,0.2500,1.0000,0.7500,Local
366,0.4286,1.0000,0.0000,0.5000,0.2500,1.0000,0.2500,Mixed
367,0.4444,0.0000,0.0000,1.0000,0.7500,0.0000,0.2500,Mixed
368,0.3636,1.0000,0.0000,1.0000,0.0000,1.0000,1.0000,Local
369,0.5000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
370,0.2222,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Local
371,0.9000,0.5000,0.0000,1.0000,1.0000,0.5000,0.0000,Global
372,0.8000,0.2500,0.2500,0.7500,0.2500,0.0000,0.5000,Mixed
373,0.1000,1.0000,0.2500,0.5000,0.2500,0.7500,0.2500,Local
374,0.5263,1.0000,0.0000,1.0000,0.0000,1.0000,1.0000,Mixed
375,0.3684,0.0000,0.0000,0.7500,1.0000,0.0000,-0.2500,Local
376,0.5217,1.0000,0.2500,0.7500,0.2500,0.7500,0.5000,Mixed
377,0.8571,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Global
378,0.3750,1.0000,0.0000,1.0000,0.0000,1.0000,1.0000,Local
379,0.5000,1.0000,0.7500,0.2500,0.0000,0.2500,0.2500,Mixed
381,0.2857,1.0000,0.0000,1.0000,0.0000,1.0000,1.0000,Local
382,0.5625,1.0000,0.0000,1.0000,0.2500,1.0000,0.7500,Mixed
383,0.8333,0.0000,0.0000,0.7500,0.7500,0.0000,0.0000,Global
384,0.3750,0.0000,0.0000,1.0000,0.2500,0.0000,0.7500,Local
385,0.5833,0.2500,0.0000,1.0000,0.2500,0.2500,0.7500,Mixed
386,0.9231,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Global
387,0.2308,0.5000,0.2500,0.7500,0.5000,0.2500,0.2500,Local
388,0.3750,1.0000,0.5000,0.5000,0.2500,0.5000,0.2500,Local
389,0.0769,1.0000,0.0000,0.2500,0.2500,1.0000,0.0000,Local
390,0.6667,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
393,0.3636,0.0000,0.0000,1.0000,0.7500,0.0000,0.2500,Local
394,0.9286,0.2500,0.2500,0.7500,0.7500,0.0000,0.0000,Global
395,0.5714,1.0000,0.5000,0.5000,0.0000,0.5000,0.5000,Mixed
397,0.1250,1.0000,0.0000,0.7500,0.0000,1.0000,0.7500,Local
399,0.6667,0.0000,0.2500,1.0000,0.7500,-0.2500,0.2500,Mixed
400,0.9375,0.5000,0.0000,1.0000,1.0000,0.5000,0.0000,Global
401,1.0000,0.7500,0.0000,1.0000,0.7500,0.7500,0.2500,Global
402,0.2143,1.0000,0.2500,0.7500,0.2500,0.7500,0.5000,Local
403,0.1290,0.2500,0.2500,0.2500,0.5000,0.0000,-0.2500,Local
404,1.0000,0.2500,0.0000,1.0000,1.0000,0.2500,0.0000,Global
405,0.9091,0.7500,0.2500,0.7500,0.7500,0.5000,0.0000,Global
407,0.6842,0.5000,0.0000,1.0000,0.7500,0.5000,0.2500,Mixed
409,0.2857,1.0000,0.0000,0.7500,0.2500,1.0000,0.5000,Local
410,0.6667,0.7500,0.5000,0.5000,0.5000,0.2500,0.0000,Mixed
411,0.2727,1.0000,0.0000,1.0000,0.0000,1.0000,1.0000,Local
412,0.3333,0.5000,0.0000,1.0000,0.2500,0.5000,0.7500,Local
413,0.5000,0.7500,0.2500,1.0000,0.0000,0.5000,1.0000,Mixed
414,0.6000,0.0000,0.5000,0.7500,1.0000,-0.5000,-0.2500,Mixed
415,0.7500,0.0000,0.2500,0.7500,0.2500,-0.2500,0.5000,Mixed
416,1.0000,1.0000,0.5000,0.7500,0.5000,0.5000,0.2500,Global
417,0.4286,1.0000,0.0000,1.0000,0.7500,1.0000,0.2500,Mixed
420,0.6000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
421,0.1111,0.0000,0.2500,1.0000,1.0000,-0.2500,0.0000,Local
422,0.6875,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,Mixed
424,0.5000,0.2500,0.0000,1.0000,0.7500,0.2500,0.2500,Mixed
425,1.0000,0.2500,0.0000,1.0000,1.0000,0.2500,0.0000,Global
429,0.6667,0.7500,0.7500,0.2500,0.5000,0.0000,-0.2500,Mixed
430,0.5556,0.5000,0.2500,0.7500,0.7500,0.2500,0.0000,Mixed
